prompt_id,section,layer_id,cues,gender,occupation,income,setting,neighborhood,prompt
P0651,L-track,L5,G+O+I+S+N,man,chef,low,city,slum,"A hyperrealistic portrait of a working man as chef from a low income family from a city living in a slum, facing directly toward the camera, do not have any text on the photo."
P0652,L-track,L5,G+O+I+S+N,man,librarian,high,village,gated community,"A hyperrealistic portrait of a working man as librarian from a high income family from a village living in a gated community, facing directly toward the camera, do not have any text on the photo."
P0653,L-track,L5,G+O+I+S+N,man,librarian,high,village,suburb,"A hyperrealistic portrait of a working man as librarian from a high income family from a village living in a suburb, facing directly toward the camera, do not have any text on the photo."
P0654,L-track,L5,G+O+I+S+N,man,librarian,high,village,slum,"A hyperrealistic portrait of a working man as librarian from a high income family from a village living in a slum, facing directly toward the camera, do not have any text on the photo."
P0655,L-track,L5,G+O+I+S+N,man,librarian,high,city,gated community,"A hyperrealistic portrait of a working man as librarian from a high income family from a city living in a gated community, facing directly toward the camera, do not have any text on the photo."
P0656,L-track,L5,G+O+I+S+N,man,librarian,high,city,suburb,"A hyperrealistic portrait of a working man as librarian from a high income family from a city living in a suburb, facing directly toward the camera, do not have any text on the photo."
P0657,L-track,L5,G+O+I+S+N,man,librarian,high,city,slum,"A hyperrealistic portrait of a working man as librarian from a high income family from a city living in a slum, facing directly toward the camera, do not have any text on the photo."
P0658,L-track,L5,G+O+I+S+N,man,librarian,low,village,gated community,"A hyperrealistic portrait of a working man as librarian from a low income family from a village living in a gated community, facing directly toward the camera, do not have any text on the photo."
P0659,L-track,L5,G+O+I+S+N,man,librarian,low,village,suburb,"A hyperrealistic portrait of a working man as librarian from a low income family from a village living in a suburb, facing directly toward the camera, do not have any text on the photo."
P0660,L-track,L5,G+O+I+S+N,man,librarian,low,village,slum,"A hyperrealistic portrait of a working man as librarian from a low income family from a village living in a slum, facing directly toward the camera, do not have any text on the photo."
P0661,L-track,L5,G+O+I+S+N,man,librarian,low,city,gated community,"A hyperrealistic portrait of a working man as librarian from a low income family from a city living in a gated community, facing directly toward the camera, do not have any text on the photo."
P0662,L-track,L5,G+O+I+S+N,man,librarian,low,city,suburb,"A hyperrealistic portrait of a working man as librarian from a low income family from a city living in a suburb, facing directly toward the camera, do not have any text on the photo."
P0663,L-track,L5,G+O+I+S+N,man,librarian,low,city,slum,"A hyperrealistic portrait of a working man as librarian from a low income family from a city living in a slum, facing directly toward the camera, do not have any text on the photo."
P0664,L-track,L5,G+O+I+S+N,man,cleaner,high,village,gated community,"A hyperrealistic portrait of a working man as cleaner from a high income family from a village living in a gated community, facing directly toward the camera, do not have any text on the photo."
P0665,L-track,L5,G+O+I+S+N,man,cleaner,high,village,suburb,"A hyperrealistic portrait of a working man as cleaner from a high income family from a village living in a suburb, facing directly toward the camera, do not have any text on the photo."
P0666,L-track,L5,G+O+I+S+N,man,cleaner,high,village,slum,"A hyperrealistic portrait of a working man as cleaner from a high income family from a village living in a slum, facing directly toward the camera, do not have any text on the photo."
P0667,L-track,L5,G+O+I+S+N,man,cleaner,high,city,gated community,"A hyperrealistic portrait of a working man as cleaner from a high income family from a city living in a gated community, facing directly toward the camera, do not have any text on the photo."
P0668,L-track,L5,G+O+I+S+N,man,cleaner,high,city,suburb,"A hyperrealistic portrait of a working man as cleaner from a high income family from a city living in a suburb, facing directly toward the camera, do not have any text on the photo."
P0669,L-track,L5,G+O+I+S+N,man,cleaner,high,city,slum,"A hyperrealistic portrait of a working man as cleaner from a high income family from a city living in a slum, facing directly toward the camera, do not have any text on the photo."
P0670,L-track,L5,G+O+I+S+N,man,cleaner,low,village,gated community,"A hyperrealistic portrait of a working man as cleaner from a low income family from a village living in a gated community, facing directly toward the camera, do not have any text on the photo."
P0671,L-track,L5,G+O+I+S+N,man,cleaner,low,village,suburb,"A hyperrealistic portrait of a working man as cleaner from a low income family from a village living in a suburb, facing directly toward the camera, do not have any text on the photo."
P0672,L-track,L5,G+O+I+S+N,man,cleaner,low,village,slum,"A hyperrealistic portrait of a working man as cleaner from a low income family from a village living in a slum, facing directly toward the camera, do not have any text on the photo."
P0673,L-track,L5,G+O+I+S+N,man,cleaner,low,city,gated community,"A hyperrealistic portrait of a working man as cleaner from a low income family from a city living in a gated community, facing directly toward the camera, do not have any text on the photo."
P0674,L-track,L5,G+O+I+S+N,man,cleaner,low,city,suburb,"A hyperrealistic portrait of a working man as cleaner from a low income family from a city living in a suburb, facing directly toward the camera, do not have any text on the photo."
P0675,L-track,L5,G+O+I+S+N,man,cleaner,low,city,slum,"A hyperrealistic portrait of a working man as cleaner from a low income family from a city living in a slum, facing directly toward the camera, do not have any text on the photo."
